Milestone ID;Shipment ID;Milestone Sequence;Milestone Type;Planned Datetime;Actual Datetime;Milestone Status;Updated By;Update Notes;Update Timestamp
MS003010;SHP0301;10;Delivered;30/01/24;30/01/24 00.00;Completed;Indah Permata;Customs review finalized;01/02/24 00.00
MS003011;SHP0302;1;Cargo Ready;17/02/24;17/02/24 02.00;Completed;Rizky Kurniawan;;20/02/24 02.00
MS003012;SHP0302;2;Booking Confirmed;21/02/24;21/02/24 12.00;COMPLETED;Dimas Saputra;Cargo loading completed;23/02/24 12.00
MS003013;SHP0302;3;Empty Container Pickup;24/02/24;24/02/24 04.00;Completed;Maya Putri;Loading preparation finalized;27/02/24 04.00
MS003014;SHP0302;4;Cargo Loading;26/02/24;26/02/24 12.00;Delayed;Maya Putri;Cargo loading completed;09/03/24 12.00
MS003015;SHP0302;5;Gate In;27/02/24;27/02/24 12.00;Delayed;Cindy Wijaya;Operational update recorded;27/02/24 12.00
MS003016;SHP0302;6;Documentation Complete;02/03/24;02/03/24 02.00;Delayed;Indah Permata;Inspection completed successfully;02/03/24 02.00
MS003017;SHP0302;7;Vessel Departure;04/03/24;04/03/24 12.00;Completed;Indah Permata;Cargo loading completed;07/03/24 12.00
MS003018;SHP0302;8;Port Arrival;06/03/24;06/03/24 04.00;Completed;Andi Pratama;Booking confirmed by carrier;06/03/24 04.00
MS003019;SHP0302;9;Customs Clearance;07/03/24;07/03/24 12.00;Completed;Fajar Nugroho;Arrival notice received;21/03/24 12.00
MS003020;SHP0302;10;Delivered;10/03/24;10/03/24 08.00;Completed;Cindy Wijaya;Vessel allocation confirmed;12/03/24 08.00
MS003021;SHP0303;1;Cargo Ready;18/01/24;18/01/24 00.00;Completed;Andi Pratama;Depot release completed;20/01/24 00.00
MS003022;SHP0303;2;Booking Confirmed;22/01/24;22/01/24 02.00;Delayed;Maya Putri;Container dispatched to customer site;23/01/24 02.00
MS003023;SHP0303;3;Empty Container Pickup;26/01/24;26/01/24 08.00;Completed;Maya Putri;Loading operation finalized;26/01/24 08.00
MS003024;SHP0303;4;Cargo Loading;27/01/24;27/01/24 04.00;Delayed;Indah Permata;ETA revised;29/01/24 04.00
MS003025;SHP0303;5;Gate In;31/01/24;31/01/24 12.00;Completed;Maya Putri;Gate transaction completed;03/02/24 12.00
MS003026;SHP0303;6;Documentation Complete;02/02/24;02/02/24 00.00;Completed;Andi Pratama;VGM submitted successfully;02/02/24 00.00
MS003027;SHP0303;7;Vessel Departure;05/02/24;05/02/24 12.00;Completed;Maya Putri;Customs clearance completed;05/02/24 12.00
MS003028;SHP0303;8;Port Arrival;09/02/24;09/02/24 00.00;Completed;;Clearance approval received;09/02/24 00.00
MS003029;SHP0303;9;Customs Clearance;12/02/24;15/02/24 00.00;Delayed;Rizky Kurniawan;Empty container collected from depot;17/02/24 00.00
MS003030;SHP0303;10;Delivered;15/02/24;15/02/24 12.00;Completed;Dimas Saputra;Shipment closed successfully;18/02/24 12.00
MS003031;SHP0304;1;Cargo Ready;10/02/24;10/02/24 00.00;Completed;Budi Santoso;Cargo inspection completed;11/02/24 00.00
MS003032;SHP0304;2;Booking Confirmed;14/02/24;14/02/24 12.00;Completed;Sarah Amelia;ETD achieved successfully;15/02/24 12.00
MS003033;SHP0304;3;Empty Container Pickup;17/02/24;17/02/24 12.00;Completed;Rizky Kurniawan;Documentation approved;19/02/24 12.00
MS003034;SHP0304;4;Cargo Loading;18/02/24;18/02/24 04.00;Completed;Indah Permata;Depot release completed;18/02/24 04.00
MS003035;SHP0304;5;Gate In;22/02/24;22/02/24 12.00;Completed;Maya Putri;Terminal received container;25/02/24 12.00
MS003036;SHP0304;6;Documentation Complete;26/02/24;26/02/24 02.00;Completed;Indah Permata;Container entered terminal yard;
MS003037;SHP0304;7;Vessel Departure;27/02/24;27/02/24 00.00;Completed;Dimas Saputra;Inspection completed successfully;28/02/24 00.00
MS003038;SHP0304;8;Port Arrival;28/02/24;28/02/24 12.00;Delayed;Dimas Saputra;Container sealed after loading;28/02/24 12.00
MS003039;SHP0304;9;Customs Clearance;29/02/24;03/03/24 00.00;Delayed;Indah Permata;Carrier confirmed vessel departure;03/03/24 00.00
MS003040;SHP0304;10;Delivered;02/03/24;03/03/24 02.00;Delayed;Dimas Saputra;Container allocation confirmed;05/03/24 02.00
MS003041;SHP0305;1;Cargo Ready;16/03/24;18/03/24 00.00;Delayed;Kevin Halim;Cntr gated in;18/03/24 00.00
MS003042;SHP0305;2;Booking Confirmed;19/03/24;19/03/24 02.00;Delayed;Budi Santoso;Final delivery confirmed;28/03/24 02.00
MS003043;SHP0305;3;Empty Container Pickup;20/03/24;20/03/24 12.00;Completed;Andi Pratama;;20/03/24 12.00
MS003044;SHP0305;4;Cargo Loading;23/03/24;23/03/24 12.00;Delayed;Andi Pratama;Cargo ready for pickup;24/03/24 12.00
MS003045;SHP0305;5;Gate In;24/03/24;26/03/24 00.00;Delayed;Cindy Wijaya;Gate in completed before cut off;07/04/24 00.00
MS003046;SHP0305;6;Documentation Complete;27/03/24;30/03/24 00.00;Delayed;Sarah Amelia;Cargo inspection completed;31/03/24 00.00
MS003047;SHP0305;7;Vessel Departure;31/03/24;31/03/24 00.00;Completed;Kevin Halim;Container ready for gate in;02/04/24 00.00
MS003048;SHP0305;8;Port Arrival;03/04/24;03/04/24 04.00;Completed;Budi Santoso;Carrier confirmed revised ETA;05/04/24 04.00
MS003049;SHP0305;9;Customs Clearance;05/04/24;05/04/24 08.00;Completed;Andi Pratama; Docs verified;05/04/24 08.00
MS003050;SHP0305;10;Delivered;08/04/24;08/04/24 00.00;Completed;Kevin Halim;Clearance approval received;18/04/24 00.00
MS003051;SHP0306;1;Cargo Ready;01/03/24;01/03/24 00.00;Completed;Budi Santoso;Confirmaton received;02/03/24 00.00
MS003052;SHP0306;2;Booking Confirmed;04/03/24;06/03/24 00.00;Delayed;Budi Santoso;Proof of delivery received;08/03/24 00.00
MS003053;SHP0306;3;Empty Container Pickup;05/03/24;07/03/24 00.00;Delayed;Kevin Halim;Container sealed after loading;07/03/24 00.00
MS003054;SHP0306;4;Cargo Loading;06/03/24;09/03/24 00.00;Delayed;Fajar Nugroho;Cargo cleared for release;12/03/24 00.00
MS003055;SHP0306;5;Gate In;09/03/24;09/03/24 12.00;Completed;Andi Pratama;Carrier  confirmed vessel arrival;10/03/24 12.00
MS003056;SHP0306;6;Documentation Complete;10/03/24;10/03/24 12.00;Completed;Budi Santoso;;12/03/24 12.00
MS003057;SHP0306;7;Vessel Departure;13/03/24;13/03/24 12.00;Delayed;Rizky Kurniawan;Terminal received container;14/03/24 12.00
MS003058;SHP0306;8;Port Arrival;15/03/24;15/03/24 12.00;Delayed;Cindy Wijaya;Carrier accepted booking request;17/03/24 12.00
MS003059;SHP0306;9;Customs Clearance;19/03/24;21/03/24 00.00;Delayed;Jessica Putri;Proof of delivery received;22/03/24 00.00
MS003060;SHP0306;10;Delivered;23/03/24;25/03/24 00.00;Delayed;Kevin Halim;Loading operation finalized;25/03/24 00.00
MS003061;SHP0307;1;Cargo Ready;09/04/24;09/04/24 12.00;Completed;Cindy Wijaya;Carrier accepted booking request;11/04/24 12.00
MS003062;SHP0307;2;Booking Confirmed;12/04/24;12/04/24 12.00;Completed;Fajar Nugroho;Shipment delivered successfully;13/04/24 12.00
MS003063;SHP0307;3;Empty Container Pickup;13/04/24;13/04/24 00.00;Completed;Cindy Wijaya;Customs review finalized;14/04/24 00.00
MS003064;SHP0307;4;Cargo Loading;15/04/24;15/04/24 02.00;Completed;Cindy Wijaya;Carrier allocated vessel space;16/04/24 02.00
MS003065;SHP0307;5;Gate In;17/04/24;17/04/24 12.00;Delayed;Maya Putri;Container accepted by terminal;20/04/24 12.00
MS003066;SHP0307;6;Documentation Complete;19/04/24;20/04/24 00.00;Delayed;Maya Putri;Customer confirmed cargo readiness;23/04/24 00.00
MS003067;SHP0307;7;Vessel Departure;23/04/24;23/04/24 02.00;Completed;Rafi Kurnia;Operational note variation 80;24/04/24 02.00
MS003068;SHP0307;8;Port Arrival;26/04/24;29/04/24 00.00;Delayed;Maya Putri;Customs declaration completed ;29/04/24 00.00
MS003069;SHP0307;9;Customs Clearance;30/04/24;30/04/24 02.00;Delayed;Sarah Amelia;Shipment delivered successfully;02/05/24 02.00
MS003070;SHP0307;10;Delivered;04/05/24;06/05/24 00.00;Delayed;Budi Santoso;Pickup completed successfully;07/05/24 00.00
MS003071;SHP0308;1;Cargo Ready;20/02/24;20/02/24 08.00;Delayed;Maya Putri;Shipment tracking updated;21/02/24 08.00
MS003072;SHP0308;2;Booking Confirmed;24/02/24;24/02/24 02.00;Completed;Jessica Putri;Loading preparation finalized;27/02/24 02.00
MS003073;SHP0308;3;Empty Container Pickup;26/02/24;28/02/24 00.00;Delayed;Andi Pratama;ETD achieved successfully;28/02/24 00.00
MS003074;SHP0308;4;Cargo Loading;01/03/24;01/03/24 12.00;Completed;Indah Permata;Berthing completed;02/03/24 12.00
MS003075;SHP0308;5;Gate In;04/03/24;04/03/24 12.00;Delayed;Indah Permata;Inspection completed successfully;06/03/24 12.00
MS003076;SHP0308;6;Documentation Complete;08/03/24;08/03/24 04.00;PENDING;Sarah Amelia;Transit milestone verified;11/03/24 04.00
MS003077;SHP0308;7;Vessel Departure;09/03/24;09/03/24 04.00;Delayed;Daniel Hartono;Customs clearance completed;12/03/24 04.00
MS003078;SHP0308;8;Port Arrival;10/03/24;10/03/24 12.00;Delayed;Maya Putri;Cargo cleared for release;10/03/24 12.00
MS003079;SHP0308;9;Customs Clearance;13/03/24;13/03/24 12.00;Delayed;Maya Putri;Delivery completed;
MS003080;SHP0308;10;Delivered;15/03/24;15/03/24 04.00;Delayed;Budi Santoso;Booking confirmed by carrier;15/03/24 04.00
MS003081;SHP0309;1;Cargo Ready;28/01/24;28/01/24 00.00;Completed;Maya Putri;Cargo cleared for release;29/01/24 00.00
MS003082;SHP0309;2;Booking Confirmed;31/01/24;31/01/24 12.00;Delayed;Dimas Saputra;;03/02/24 12.00
MS003083;SHP0309;3;Empty Container Pickup;03/02/24;03/02/24 12.00;Delayed;Cindy Wijaya;Cargo loaded successfully;04/02/24 12.00
MS003084;SHP0309;4;Cargo Loading;05/02/24;05/02/24 12.00;Completed;Andi Pratama;Consignee notified of arrival;08/02/24 12.00
MS003085;SHP0309;5;Gate In;08/02/24;09/02/24 00.00;Completed;Budi Santoso;Container allocation confirmed;12/02/24 00.00
MS003086;SHP0309;6;Documentation Complete;12/02/24;15/02/24 00.00;delayed;Maya Putri;Vessel left origin port;16/02/24 00.00
MS003087;SHP0309;7;Vessel Departure;16/02/24;16/02/24 12.00;Delayed;Rizky Kurniawan;Port entry confirmed;27/02/24 12.00
MS003088;SHP0309;8;Port Arrival;19/02/24;19/02/24 12.00;Delayed;Budi Santoso;Container sealed after loading;22/02/24 12.00
MS003089;SHP0309;9;Customs Clearance;20/02/24;22/02/24 00.00;Delayed;Sarah Amelia;Proof of delivery received;22/02/24 00.00
MS003090;SHP0309;10;Delivered;22/02/24;22/02/24 00.00;Completed;Daniel Hartono;Cargo available for dispatch;24/02/24 00.00
MS003091;SHP0310;1;Cargo Ready;26/02/24;26/02/24 04.00;Completed;Budi Santoso;Commercial invoice verified;27/02/24 04.00
MS003092;SHP0310;2;Booking Confirmed;28/02/24;01/03/24 00.00;Delayed;Sarah Amelia;Awaiting container allocation;04/03/24 00.00
MS003093;SHP0310;3;Empty Container Pickup;01/03/24;01/03/24 12.00;Completed;Andi Pratama;Container received for loading;03/03/24 12.00
MS003094;SHP0310;4;Cargo Loading;03/03/24;03/03/24 00.00;Completed;Budi Santoso;Proof of delivery received;04/03/24 00.00
MS003095;SHP0310;5;Gate In;05/03/24;05/03/24 04.00;Completed;Fajar Nugroho;ETA revised;07/03/24 04.00
MS003096;SHP0310;6;Documentation Complete;07/03/24;07/03/24 00.00;Completed;Nadia Prasetyo;Transit milestone verified;07/03/24 00.00
MS003097;SHP0310;7;Vessel Departure;10/03/24;10/03/24 00.00;Completed;Michael Gunawan;Delivery completed;12/03/24 00.00
MS003098;SHP0310;8;Port Arrival;13/03/24;13/03/24 04.00;Delayed;Budi Santoso;;15/03/24 04.00
MS003099;SHP0310;9;Customs Clearance;17/03/24;17/03/24 12.00;Delayed;Daniel Hartono;Transit milestone verified;19/03/24 12.00
MS003100;SHP0310;10;Delivered;20/03/24;20/03/24 12.00;Completed;Nadia Prasetyo;Customs declaration completed ;23/03/24 12.00
MS003101;SHP0311;1;Cargo Ready;21/02/24;21/02/24 00.00;Completed;Dimas Saputra;Shipment arrived as planned;23/02/24 00.00
MS003102;SHP0311;2;Booking Confirmed;25/02/24;25/02/24 00.00;Completed;Jessica Putri;Delivery appointment confirmed;10/03/24 00.00
MS003103;SHP0311;3;Empty Container Pickup;26/02/24;26/02/24 00.00;Completed;Andi Pratama;Delivery completed;27/02/24 00.00
MS003104;SHP0311;4;Cargo Loading;01/03/24;01/03/24 12.00;Delayed;Fajar Nugroho;Gate transaction completed;01/03/24 12.00
MS003105;SHP0311;5;Gate In;05/03/24;05/03/24 02.00;Delayed;Fajar Nugroho;Terminal received container;05/03/24 02.00
MS003106;SHP0311;6;Documentation Complete;09/03/24;09/03/24 12.00;Delayed;Budi Santoso;Port arrival confirmed;10/03/24 12.00
MS003107;SHP0311;7;Vessel Departure;10/03/24;10/03/24 00.00;Completed;Kevin Halim;Container received for loading;11/03/24 00.00
MS003108;SHP0311;8;Port Arrival;14/03/24;15/03/24 12.00;Delayed;Maya Putri;Gate transaction completed;18/03/24 12.00
MS003109;SHP0311;9;Customs Clearance;17/03/24;17/03/24 12.00;Delayed;Budi Santoso;;20/03/24 12.00
MS003110;SHP0311;10;Delivered;18/03/24;20/03/24 00.00;Delayed;Dimas Saputra;Cargo available for dispatch;23/03/24 00.00
MS003111;SHP0312;1;Cargo Ready;08/03/24;08/03/24 12.00;Completed;Kevin Halim;ETA achieved successfully;08/03/24 12.00
MS003112;SHP0312;2;Booking Confirmed;09/03/24;09/03/24 02.00;Completed;Budi Santoso;Departure confirmation received;09/03/24 02.00
MS003113;SHP0312;3;Empty Container Pickup;12/03/24;12/03/24 04.00;Delayed;Maya Putri;Pickup completed successfully;13/03/24 04.00
MS003114;SHP0312;4;Cargo Loading;15/03/24;15/03/24 12.00;Completed;Fajar Nugroho;Carrier conf received;17/03/24 12.00
MS003115;SHP0312;5;Gate In;18/03/24;18/03/24 12.00;Delayed;Budi Santoso;;31/03/24 12.00
MS003116;SHP0312;6;Documentation Complete;19/03/24;19/03/24 12.00;Delayed;Dimas Saputra;Container entered terminal yard;22/03/24 12.00
MS003117;SHP0312;7;Vessel Departure;22/03/24;22/03/24 08.00;Completed;Michael Gunawan;Cargo loading completed;25/03/24 08.00
MS003118;SHP0312;8;Port Arrival;24/03/24;24/03/24 12.00;Completed;Dimas Saputra;Customer confirmed cargo readiness;24/03/24 12.00
MS003119;SHP0312;9;Customs Clearance;26/03/24;26/03/24 12.00;Completed;Rizky Kurniawan;;27/03/24 12.00
MS003120;SHP0312;10;Delivered;27/03/24;27/03/24 00.00;Completed;Budi Santoso;Loading operation finalized;28/03/24 00.00
MS003121;SHP0313;1;Cargo Ready;01/04/24;01/04/24 02.00;Delayed;Maya Putri;Port entry confirmed;02/04/24 02.00
MS003122;SHP0313;2;Booking Confirmed;05/04/24;05/04/24 12.00;Completed;Kevin Halim;Port arrival confirmed;07/04/24 12.00
MS003123;SHP0313;3;Empty Container Pickup;06/04/24;06/04/24 00.00;Completed;Dimas Saputra;Final delivery confirmed;06/04/24 00.00
MS003124;SHP0313;4;Cargo Loading;10/04/24;10/04/24 08.00;Completed;Indah Permata;Release documentation approved;10/04/24 08.00
MS003125;SHP0313;5;Gate In;14/04/24;14/04/24 08.00;Completed;Budi Santoso;Container gated in successfully;16/04/24 08.00
MS003126;SHP0313;6;Documentation Complete;16/04/24;16/04/24 12.00;Delayed;Dimas Saputra;Container entered terminal yard;17/04/24 12.00
MS003127;SHP0313;7;Vessel Departure;20/04/24;20/04/24 08.00;PENDING;Andi Pratama;Final delivery confirmed;21/04/24 08.00
MS003128;SHP0313;8;Port Arrival;23/04/24;23/04/24 12.00;Completed;Budi Santoso;Customs clearance completed;24/04/24 12.00
MS003129;SHP0313;9;Customs Clearance;27/04/24;29/04/24 00.00;Delayed;Rizky Kurniawan;Booking confirmed by carrier;29/04/24 00.00
MS003130;SHP0313;10;Delivered;30/04/24;30/04/24 04.00;Completed;Fajar Nugroho;Gate in completed before cut off;02/05/24 04.00
MS003131;SHP0314;1;Cargo Ready;13/01/24;13/01/24 02.00;Delayed;Cindy Wijaya;Clearance approval received;14/01/24 02.00
MS003132;SHP0314;2;Booking Confirmed;14/01/24;14/01/24 12.00;Delayed;Budi Santoso;Shipment status updated to in transit;17/01/24 12.00
MS003133;SHP0314;3;Empty Container Pickup;17/01/24;17/01/24 02.00;Delayed;Indah Permata;Arrival notice received;18/01/24 02.00
MS003134;SHP0314;4;Cargo Loading;20/01/24;20/01/24 02.00;Delayed;Michael Gunawan;Carrier accepted booking request;28/01/24 02.00
MS003135;SHP0314;5;Gate In;24/01/24;24/01/24 04.00;Completed;Cindy Wijaya;Delivery appointment confirmed;26/01/24 04.00
MS003136;SHP0314;6;Documentation Complete;28/01/24;28/01/24 12.00;completed;Daniel Hartono;Release documentation approved;29/01/24 12.00
MS003137;SHP0314;7;Vessel Departure;01/02/24;01/02/24 02.00;Delayed;Cindy Wijaya;Carrier allocated vessel space;02/02/24 02.00
MS003138;SHP0314;8;Port Arrival;02/02/24;02/02/24 12.00;Delayed;Rizky Kurniawan;;04/02/24 12.00
MS003139;SHP0314;9;Customs Clearance;03/02/24;04/02/24 12.00;Delayed;Jessica Putri;Cargo loading completed;06/02/24 12.00
MS003140;SHP0314;10;Delivered;05/02/24;05/02/24 00.00;Completed;Budi Santoso;ETD achieved successfully;05/02/24 00.00
MS003141;SHP0315;1;Cargo Ready;10/02/24;11/02/24 00.00;Completed;Budi Santoso;Cargo ready for pickup;11/02/24 00.00
MS003142;SHP0315;2;Booking Confirmed;11/02/24;11/02/24 12.00;Delayed;Maya Putri;Vessel allocation confirmed;14/02/24 12.00
MS003143;SHP0315;3;Empty Container Pickup;13/02/24;13/02/24 08.00;Delayed;Jessica Putri;Departure confirmation received;15/02/24 08.00
MS003144;SHP0315;4;Cargo Loading;14/02/24;14/02/24 00.00;Completed;Fajar Nugroho;Cargo inspection completed;17/02/24 00.00
MS003145;SHP0315;5;Gate In;18/02/24;18/02/24 04.00;Completed;Nadia Prasetyo;Depot release completed;26/02/24 04.00
MS003146;SHP0315;6;Documentation Complete;19/02/24;19/02/24 12.00;Completed;Nadia Prasetyo;Cargo inspection completed;29/02/24 12.00
MS003147;SHP0315;7;Vessel Departure;20/02/24;20/02/24 00.00;Completed;Kevin Halim;Cargo available for dispatch;21/02/24 00.00
MS003148;SHP0315;8;Port Arrival;23/02/24;24/02/24 12.00;Delayed;Kevin Halim;Inspection completed successfully;24/02/24 12.00
MS003149;SHP0315;9;Customs Clearance;24/02/24;25/02/24 00.00;Delayed;Budi Santoso;Customs clearance completed;27/02/24 00.00
MS003150;SHP0315;10;Delivered;27/02/24;27/02/24 12.00;Delayed;Michael Gunawan;Depot release completed;27/02/24 12.00
MS003151;SHP0316;1;Cargo Ready;24/05/24;24/05/24 00.00;Completed;Fajar Nugroho;Operational update recorded;27/05/24 00.00
MS003152;SHP0316;2;Booking Confirmed;25/05/24;25/05/24 12.00;Completed;Dimas Saputra;Carrier accepted booking request;26/05/24 12.00
MS003153;SHP0316;3;Empty Container Pickup;29/05/24;31/05/24 00.00;Delayed;Dimas Saputra;Cargo available for dispatch;31/05/24 00.00
MS003154;SHP0316;4;Cargo Loading;01/06/24;03/06/24 00.00;Delayed;Cindy Wijaya;Port arrival confirmed;06/06/24 00.00
MS003155;SHP0316;5;Gate In;05/06/24;05/06/24 00.00;Completed;Andi Pratama;Cargo loading completed;07/06/24 00.00
MS003156;SHP0316;6;Documentation Complete;06/06/24;06/06/24 12.00;Delayed;Budi Santoso;Container stuffing completed;08/06/24 12.00
MS003157;SHP0316;7;Vessel Departure;10/06/24;12/06/24 00.00;Delayed;Cindy Wijaya;Port entry confirmed;13/06/24 00.00
MS003158;SHP0316;8;Port Arrival;12/06/24;12/06/24 12.00;Completed;Fajar Nugroho;;15/06/24 12.00
MS003159;SHP0316;9;Customs Clearance;15/06/24;15/06/24 12.00;Completed;;Cargo loading completed;16/06/24 12.00
MS003160;SHP0316;10;Delivered;18/06/24;18/06/24 00.00;completed;Andi Pratama;Operational update recorded;18/06/24 00.00
MS003161;SHP0317;1;Cargo Ready;18/04/24;20/04/24 00.00;Delayed;Kevin Halim;Inspection completed successfully;23/04/24 00.00
MS003162;SHP0317;2;Booking Confirmed;20/04/24;20/04/24 02.00;Delayed;Nadia Prasetyo;Gate transaction completed;22/04/24 02.00
MS003163;SHP0317;3;Empty Container Pickup;21/04/24;21/04/24 12.00;Delayed;Dimas Saputra;Export filing accepted;21/04/24 12.00
MS003164;SHP0317;4;Cargo Loading;22/04/24;22/04/24 00.00;Completed;Cindy Wijaya;Clearance approval received;24/04/24 00.00
MS003165;SHP0317;5;Gate In;23/04/24;23/04/24 00.00;Completed;Rizky Kurniawan;Shipment released by customs;25/04/24 00.00
MS003166;SHP0317;6;Documentation Complete;27/04/24;27/04/24 12.00;Completed;Fajar Nugroho;AFR submitted successfully;28/04/24 12.00
MS003167;SHP0317;7;Vessel Departure;29/04/24;01/05/24 00.00;Delayed;Fajar Nugroho;Vessel allocation confirmed;02/05/24 00.00
MS003168;SHP0317;8;Port Arrival;01/05/24;01/05/24 00.00;Completed;Fajar Nugroho;;01/05/24 00.00
MS003169;SHP0317;9;Customs Clearance;05/05/24;05/05/24 02.00;Delayed;Sarah Amelia;Delivery appointment confirmed;18/05/24 02.00
MS003170;SHP0317;10;Delivered;06/05/24;06/05/24 04.00;Completed;Kevin Halim;Terminal received container;19/05/24 04.00
MS003171;SHP0318;1;Cargo Ready;07/01/24;07/01/24 00.00;completed;Budi Santoso;Customer acknowledged receipt;10/01/24 00.00
MS003172;SHP0318;2;Booking Confirmed;08/01/24;08/01/24 12.00;Delayed;Andi Pratama;;10/01/24 12.00
